Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
GLYCL	Glycine Cleavage System	gly[c] + nad[c] + thf[c]  -> co2[c] + mlthf[c] + nadh[c] + nh4[c] 	(b0116) and (b2903) and (b2905) and (b2904)	0	  0.00	1000.00	  0.00
GLYCLTDx	Glycolate dehydrogenase (NAD)	glx[c] + h[c] + nadh[c]  -> glyclt[c] + nad[c] 	(b3553) or (b1033)	0	  0.00	1000.00	  0.00
GLYCLTDy	Glycolate dehydrogenase (NADP)	glx[c] + h[c] + nadph[c]  -> glyclt[c] + nadp[c] 	(b3553) or (b1033)	0	  0.00	1000.00	  0.00
GLYCLTt2r	glycolate transport via proton symport, reversible	glyclt[e] + h[e]  <=> glyclt[c] + h[c] 	(b2975) or (b3603)	1	-1000.00	1000.00	  0.00
GLYCTO2	Glycolate oxidase	glyclt[c] + q8[c]  -> glx[c] + q8h2[c] 	(b2979 and b2978)	0	  0.00	1000.00	  0.00
GLYCTO3	Glycolate oxidase	glyclt[c] + mqn8[c]  -> glx[c] + mql8[c] 	(b2979 and b2978)	0	  0.00	1000.00	  0.00
GLYCTO4	Glycolate oxidase	2dmmq8[c] + glyclt[c]  -> 2dmmql8[c] + glx[c] 	(b2979 and b2978)	0	  0.00	1000.00	  0.00
GLYCt	glycerol transport via channel	glyc[c]  <=> glyc[e] 	(b3927)	1	-1000.00	1000.00	  0.00
GLYK	glycerol kinase	atp[c] + glyc[c]  -> adp[c] + glyc3p[c] + h[c] 	(b3926)	0	  0.00	1000.00	  0.00
GLYOX	hydroxyacylglutathione hydrolase	h2o[c] + lgt-S[c]  -> gthrd[c] + h[c] + lac-D[c] 	(b0212)	0	  0.00	1000.00	  0.00
GLYt2r	glycine reversible transport via proton symport	gly[e] + h[e]  <=> gly[c] + h[c] 	(b1801) or (b4208) or (b0007)	1	-1000.00	1000.00	  0.00
GMAND	GDP-D-mannose dehydratase	gdpmann[c]  -> gdpddman[c] + h2o[c] 	(b2053)	0	  0.00	1000.00	  0.00
GMHEPAT	D-glycero-D-manno-hepose 1-phosphate adenyltransferase	atp[c] + gmhep1p[c] + h[c]  -> adphep-DD[c] + ppi[c] 	(b3052)	0	  0.00	1000.00	  0.00
GMHEPK	D-glycero-D-manno-heptose 7-phosphate kinase	atp[c] + gmhep7p[c]  -> adp[c] + gmhep17bp[c] + h[c] 	(b3052)	0	  0.00	1000.00	  0.00
GMHEPPA	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase	gmhep17bp[c] + h2o[c]  -> gmhep1p[c] + pi[c] 	(b0200)	0	  0.00	1000.00	  0.00
GMPR	GMP reductase	gmp[c] + 2 h[c] + nadph[c]  -> imp[c] + nadp[c] + nh4[c] 	(b0104)	0	  0.00	1000.00	  0.00
GMPS2	GMP synthase	atp[c] + gln-L[c] + h2o[c] + xmp[c]  -> amp[c] + glu-L[c] + gmp[c] + 2 h[c] + ppi[c] 	(b2507)	0	  0.00	1000.00	  0.00
GND	phosphogluconate dehydrogenase	6pgc[c] + nadp[c]  -> co2[c] + nadph[c] + ru5p-D[c] 	(b2029)	0	  0.00	1000.00	  0.00
GNK	gluconokinase	atp[c] + glcn[c]  -> 6pgc[c] + adp[c] + h[c] 	(b4268) or (b3437)	0	  0.00	1000.00	  0.00
GOFUCR	GDP-4-oxo-L-fucose reductase	gdpofuc[c] + h[c] + nadph[c]  -> gdpfuc[c] + nadp[c] 	(b2052)	0	  0.00	1000.00	  0.00
GP4GH	Gp4G hydrolase	gp4g[c] + h2o[c]  -> 2 gdp[c] + 2 h[c] 	(b0049)	0	  0.00	1000.00	  0.00
GPDDA1	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)	g3pc[c] + h2o[c]  -> chol[c] + glyc3p[c] + h[c] 	(b2239)	0	  0.00	1000.00	  0.00
GPDDA2	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	g3pe[c] + h2o[c]  -> etha[c] + glyc3p[c] + h[c] 	(b2239)	0	  0.00	1000.00	  0.00
GPDDA3	Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)	g3ps[c] + h2o[c]  -> glyc3p[c] + h[c] + ser-L[c] 	(b2239)	0	  0.00	1000.00	  0.00
GPDDA4	Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	g3pg[c] + h2o[c]  -> glyc3p[c] + glyc[c] + h[c] 	(b2239)	0	  0.00	1000.00	  0.00
GPDDA5	Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	g3pi[c] + h2o[c]  -> glyc3p[c] + h[c] + inost[c] 	(b2239)	0	  0.00	1000.00	  0.00
GRTT	geranyltranstransferase	grdp[c] + ipdp[c]  -> frdp[c] + ppi[c] 	(b0421)	0	  0.00	1000.00	  0.00
GSNK	guanosine kinase	atp[c] + gsn[c]  -> adp[c] + gmp[c] + h[c] 	(b0477)	0	  0.00	1000.00	  0.00
GSNt2	guanosine transport in via proton symport	gsn[e] + h[e]  -> gsn[c] + h[c] 	(b2964)	0	  0.00	1000.00	  0.00
GSPMDA	Glutathionylspermidine amidase	gtspmd[c] + h2o[c]  -> gthrd[c] + spmd[c] 	(b2988)	0	  0.00	1000.00	  0.00
GSPMDS	Glutathionylspermidine synthetase	atp[c] + gthrd[c] + spmd[c]  -> adp[c] + gtspmd[c] + h[c] + pi[c] 	(b2988)	0	  0.00	1000.00	  0.00
GTHOr	glutathione oxidoreductase	gthox[c] + h[c] + nadph[c]  <=> 2 gthrd[c] + nadp[c] 	(b3500)	1	-1000.00	1000.00	  0.00
GTHS	glutathione synthetase	atp[c] + glucys[c] + gly[c]  -> adp[c] + gthrd[c] + h[c] + pi[c] 	(b2947)	0	  0.00	1000.00	  0.00
GTPCI	GTP cyclohydrolase I	gtp[c] + h2o[c]  -> ahdt[c] + for[c] 	(b2153)	0	  0.00	1000.00	  0.00
GTPCII2	GTP cyclohydrolase II (25drapp)	gtp[c] + 3 h2o[c]  -> 25drapp[c] + for[c] + 2 h[c] + ppi[c] 	(b1277)	0	  0.00	1000.00	  0.00
GUAD	guanine deaminase	gua[c] + h2o[c] + h[c]  -> nh4[c] + xan[c] 	(b2883)	0	  0.00	1000.00	  0.00
GUAPRT	guanine phosphoribosyltransferase	gua[c] + prpp[c]  -> gmp[c] + ppi[c] 	(b0238) or (b0125)	0	  0.00	1000.00	  0.00
GUAt	Guanine transport	gua[e]  <=> gua[c] 		1	-1000.00	1000.00	  0.00
GUAt2	guanine transport in via proton symport	gua[e] + h[e]  -> gua[c] + h[c] 	(b3654)	0	  0.00	1000.00	  0.00
GUI1	glucuronate isomerase (D-glucuronate)	glcur[c]  <=> fruur[c] 	(b3092)	1	-1000.00	1000.00	  0.00
GUI2	glucuronate isomerase (D-galacturonate)	galur[c]  <=> tagur[c] 	(b3092)	1	-1000.00	1000.00	  0.00
H2Ot	H2O transport via diffusion	h2o[e]  <=> h2o[c] 		1	-1000.00	1000.00	  0.00
HBZOPT	Hydroxybenzoate octaprenyltransferase	4hbz[c] + octdp[c]  -> 3ophb[c] + ppi[c] 	(b4040)	0	  0.00	1000.00	  0.00
HCINNMt2r	 3-hydroxycinnamic acid transport via proton symport, reversible	3hcinnm[e] + h[e]  <=> 3hcinnm[c] + h[c] 	(b0353)	1	-1000.00	1000.00	  0.00
HCO3E	HCO3 equilibration reaction	co2[c] + h2o[c]  <=> h[c] + hco3[c] 	(b0339) or (b0126)	1	-1000.00	1000.00	  0.00
HDCAt2	Hexadecanoate transport via proton symport	h[e] + hdca[e]  -> h[c] + hdca[c] 	(b2344)	0	  0.00	1000.00	  0.00
HEMEOS	Heme O synthase	frdp[c] + h2o[c] + pheme[c]  -> hemeO[c] + ppi[c] 	(b0428)	0	  0.00	1000.00	  0.00
HETZK	hydroxyethylthiazole kinase	4mhetz[c] + atp[c]  -> 4mpetz[c] + adp[c] + h[c] 	(b2104)	0	  0.00	1000.00	  0.00
HEX1	hexokinase (D-glucose:ATP)	atp[c] + glc-D[c]  -> adp[c] + g6p[c] + h[c] 	(b2388)	0	  0.00	1000.00	  0.00
HISTD	histidinol dehydrogenase	h2o[c] + histd[c] + 2 nad[c]  -> 3 h[c] + his-L[c] + 2 nadh[c] 	(b2020)	0	  0.00	1000.00	  0.00
HISTP	histidinol-phosphatase	h2o[c] + hisp[c]  -> histd[c] + pi[c] 	(b2022)	0	  0.00	1000.00	  0.00
HISabc	L-histidine transport via ABC system	atp[c] + h2o[c] + his-L[e]  -> adp[c] + h[c] + his-L[c] + pi[c] 	(b2309) and (b2308) and (b2307) and (b2306)	0	  0.00	1000.00	  0.00
HISt2r	L-histidine reversible transport via proton symport	h[e] + his-L[e]  <=> h[c] + his-L[c] 	(b0112)	1	-1000.00	1000.00	  0.00
HKNDDH	 2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	h2o[c] + hkndd[c]  -> 2 h[c] + op4en[c] + succ[c] 	(b0349)	0	  0.00	1000.00	  0.00
HKNTDH	 2-hydroxy-6-ketononotrienedioate hydrolase	h2o[c] + hkntd[c]  -> fum[c] + 2 h[c] + op4en[c] 	(b0349)	0	  0.00	1000.00	  0.00
HMBS	hydroxymethylbilane synthase	h2o[c] + 4 ppbng[c]  -> hmbil[c] + 4 nh4[c] 	(b3805)	0	  0.00	1000.00	  0.00
HMPK1	hydroxymethylpyrimidine kinase (ATP)	4ahmmp[c] + atp[c]  -> 4ampm[c] + adp[c] + h[c] 	(b2103) or (b2418)	0	  0.00	1000.00	  0.00
HOPNTAL	 4-hydroxy-2-oxopentanoate aldolase	4h2opntn[c]  -> acald[c] + pyr[c] 	(b0352)	0	  0.00	1000.00	  0.00
HPPK2	 6-hydroxymethyl-dihydropterin pyrophosphokinase	6hmhpt[c] + atp[c]  -> 6hmhptpp[c] + amp[c] + h[c] 	(b0142)	0	  0.00	1000.00	  0.00
HPPPNDO	 2,3-dihydroxypheylpropionate 1,2-dioxygenase	dhpppn[c] + o2[c]  -> hkndd[c] 	(b0348)	0	  0.00	1000.00	  0.00
HPPPNt2r	 3-(3-hydroxyphenyl)propionate transport via proton symport, reversible	3hpppn[e] + h[e]  <=> 3hpppn[c] + h[c] 	(b0353)	1	-1000.00	1000.00	  0.00
HPYRI	hydroxypyruvate isomerase	hpyr[c]  <=> 2h3oppan[c] 	(b0508)	1	-1000.00	1000.00	  0.00
HPYRRx	Hydroxypyruvate reductase (NADH)	h[c] + hpyr[c] + nadh[c]  -> glyc-R[c] + nad[c] 	(b1033) or (b3553)	0	  0.00	1000.00	  0.00
HPYRRy	Hydroxypyruvate reductase (NADPH)	h[c] + hpyr[c] + nadph[c]  -> glyc-R[c] + nadp[c] 	(b1033) or (b3553)	0	  0.00	1000.00	  0.00
HSDy	homoserine dehydrogenase (NADPH)	hom-L[c] + nadp[c]  <=> aspsa[c] + h[c] + nadph[c] 	(b3940) or (b0002)	1	-1000.00	1000.00	  0.00
HSK	homoserine kinase	atp[c] + hom-L[c]  -> adp[c] + h[c] + phom[c] 	(b0003)	0	  0.00	1000.00	  0.00
HSST	homoserine O-succinyltransferase	hom-L[c] + succoa[c]  -> coa[c] + suchms[c] 	(b4013)	0	  0.00	1000.00	  0.00
HSTPT	histidinol-phosphate transaminase	glu-L[c] + imacp[c]  -> akg[c] + hisp[c] 	(b2021)	0	  0.00	1000.00	  0.00
HXPRT	hypoxanthine phosphoribosyltransferase (Hypoxanthine)	hxan[c] + prpp[c]  -> imp[c] + ppi[c] 	(b0238) or (b0125)	0	  0.00	1000.00	  0.00
HYD1	hydrogenase (ubiquinone-8: 2 protons)	h2[c] + 2 h[c] + q8[c]  -> 2 h[e] + q8h2[c] 	(b0974 and b0972 and b0973) or (b2721 and b2723 and b2724 and b2722 and b2720 and b2719) or (b2994 and b2997)	0	  0.00	1000.00	  0.00
HYD2	Hydrogenase (menaquinone8: 2 protons)	h2[c] + 2 h[c] + mqn8[c]  -> 2 h[e] + mql8[c] 	(b2994 and b2997) or (b0974 and b0972 and b0973)	0	  0.00	1000.00	  0.00
HYD3	Hydrogenase (Demethylmenaquinone-8: 2 protons)	2dmmq8[c] + h2[c] + 2 h[c]  -> 2dmmql8[c] + 2 h[e] 	(b0974 and b0972 and b0973) or (b2994 and b2997)	0	  0.00	1000.00	  0.00
HYPOE	hypothetical enyme	h2o[c] + pyam5p[c]  -> pi[c] + pydam[c] 		0	  0.00	1000.00	  0.00
HYXNt	Hypoxanthine transport	hxan[e]  <=> hxan[c] 		1	-1000.00	1000.00	  0.00
ICDHyr	isocitrate dehydrogenase (NADP)	icit[c] + nadp[c]  <=> akg[c] + co2[c] + nadph[c] 	(b1136)	1	-1000.00	1000.00	  0.00
ICHORSi	Isochorismate Synthase	chor[c]  -> ichor[c] 	(b2265) or (b0593)	0	  0.00	1000.00	  0.00
ICHORT	isochorismatase	h2o[c] + ichor[c]  -> 23ddhb[c] + pyr[c] 	(b0595)	0	  0.00	1000.00	  0.00
ICL	Isocitrate lyase	icit[c]  -> glx[c] + succ[c] 	(b4015)	0	  0.00	1000.00	  0.00
IDOND	L-idonate 5-dehydrogenase	5dglcn[c] + h[c] + nadh[c]  <=> idon-L[c] + nad[c] 	(b4267)	1	-1000.00	1000.00	  0.00
IDOND2	L-indonate 5-dehydrogenase (NADP)	5dglcn[c] + h[c] + nadph[c]  -> idon-L[c] + nadp[c] 	(b4267)	0	  0.00	1000.00	  0.00
IDONt2r	L-idonate transport via proton symport, reversible	h[e] + idon-L[e]  <=> h[c] + idon-L[c] 	(b4265)	1	-1000.00	1000.00	  0.00
IG3PS	Imidazole-glycerol-3-phosphate synthase	gln-L[c] + prlp[c]  -> aicar[c] + eig3p[c] + glu-L[c] + h[c] 	(b2023 and b2025)	0	  0.00	1000.00	  0.00
IGPDH	imidazoleglycerol-phosphate dehydratase	eig3p[c]  -> h2o[c] + imacp[c] 	(b2022)	0	  0.00	1000.00	  0.00
IGPS	indole-3-glycerol-phosphate synthase	2cpr5p[c] + h[c]  -> 3ig3p[c] + co2[c] + h2o[c] 	(b1262)	0	  0.00	1000.00	  0.00
ILETA	isoleucine transaminase	akg[c] + ile-L[c]  <=> 3mop[c] + glu-L[c] 	(b3770)	1	-1000.00	1000.00	  0.00
ILEabc	L-isoleucine transport via ABC system	atp[c] + h2o[c] + ile-L[e]  -> adp[c] + h[c] + ile-L[c] + pi[c] 	(b3455) and (b3460) and (b3457) and (b3454) and (b3456)	0	  0.00	1000.00	  0.00
ILEt2r	L-isoleucine reversible transport via proton symport	h[e] + ile-L[e]  <=> h[c] + ile-L[c] 	(b0401)	1	-1000.00	1000.00	  0.00
IMPC	IMP cyclohydrolase	h2o[c] + imp[c]  <=> fprica[c] 	(b4006)	1	-1000.00	1000.00	  0.00
IMPD	IMP dehydrogenase	h2o[c] + imp[c] + nad[c]  -> h[c] + nadh[c] + xmp[c] 	(b2508)	0	  0.00	1000.00	  0.00
INDOLEt2r	Indole transport via proton symport, reversible	h[e] + indole[e]  <=> h[c] + indole[c] 	(b3161)	1	-1000.00	1000.00	  0.00
INSK	insosine kinase	atp[c] + ins[c]  -> adp[c] + h[c] + imp[c] 	(b0477)	0	  0.00	1000.00	  0.00
INSt2	inosine transport in via proton symport	h[e] + ins[e]  -> h[c] + ins[c] 	(b2964)	0	  0.00	1000.00	  0.00
INSt2r	inosine transport in via proton symport, reversible	h[e] + ins[e]  <=> h[c] + ins[c] 	(b2406)	1	-1000.00	1000.00	  0.00
IPDDIi	isopentenyl-diphosphate D-isomerase	ipdp[c]  -> dmpp[c] 	(b2889)	0	  0.00	1000.00	  0.00
IPDPS	 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	h2mb4p[c] + h[c] + nadh[c]  -> h2o[c] + ipdp[c] + nad[c] 	(b0029)	0	  0.00	1000.00	  0.00
IPMD	 3-isopropylmalate dehydrogenase	3c2hmp[c] + nad[c]  -> 3c4mop[c] + h[c] + nadh[c] 	(b0073)	0	  0.00	1000.00	  0.00
IPPMIa	 3-isopropylmalate dehydratase	3c2hmp[c]  <=> 2ippm[c] + h2o[c] 	(b0072 and b0071)	1	-1000.00	1000.00	  0.00
IPPMIb	 2-isopropylmalate hydratase	2ippm[c] + h2o[c]  <=> 3c3hmp[c] 	(b0072 and b0071)	1	-1000.00	1000.00	  0.00
IPPS	 2-isopropylmalate synthase	3mob[c] + accoa[c] + h2o[c]  -> 3c3hmp[c] + coa[c] + h[c] 	(b0074)	0	  0.00	1000.00	  0.00
KARA1i	acetohydroxy acid isomeroreductase	alac-S[c] + h[c] + nadph[c]  -> 23dhmb[c] + nadp[c] 	(b3774)	0	  0.00	1000.00	  0.00
KARA2i	ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate)	2ahbut[c] + h[c] + nadph[c]  -> 23dhmp[c] + nadp[c] 	(b3774)	0	  0.00	1000.00	  0.00
KAS14	beta-ketoacyl-ACP synthase	acACP[c] + h[c] + malACP[c]  -> ACP[c] + actACP[c] + co2[c] 	(b1095) or (b2323)	0	  0.00	1000.00	  0.00
KAS15	beta-ketoacyl-ACP synthase (2)	accoa[c] + h[c] + malACP[c]  -> actACP[c] + co2[c] + coa[c] 	(b1091)	0	  0.00	1000.00	  0.00
KAS16	 3-hydroxy-myristoyl-ACP synthesis	ddcaACP[c] + 2 h[c] + malACP[c] + nadph[c]  -> 3hmrsACP[c] + ACP[c] + co2[c] + nadp[c] 	(b2323) and (b1093) or (b1095) and (b1093)	0	  0.00	1000.00	  0.00
KDOCT2	 3-deoxy-manno-octulosonate cytidylyltransferase	ctp[c] + kdo[c]  -> ckdo[c] + ppi[c] 	(b0918)	0	  0.00	1000.00	  0.00
KDOPP	 3-deoxy-manno-octulosonate-8-phosphatase	h2o[c] + kdo8p[c]  -> kdo[c] + pi[c] 		0	  0.00	1000.00	  0.00
KDOPS	 3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase	ara5p[c] + h2o[c] + pep[c]  -> kdo8p[c] + pi[c] 	(b1215)	0	  0.00	1000.00	  0.00
KG6PDC	 3-keto-L-gulonate 6-phosphate decarboxylase	3dhgulnp[c] + h[c]  -> co2[c] + xu5p-L[c] 	(b4196) or (b3581)	0	  0.00	1000.00	  0.00
Kabc	Potassium ABC transporter	atp[c] + h2o[c] + k[e]  -> adp[c] + h[c] + k[c] + pi[c] 	(b0698 and b0697 and b0696)	0	  0.00	1000.00	  0.00
Kt2r	potassium reversible transport  via proton symport	h[e] + k[e]  <=> h[c] + k[c] 	(b1363) or (b3849)	1	-1000.00	1000.00	  0.00
LACZ	b-galactosidase	h2o[c] + lcts[c]  -> gal[c] + glc-D[c] 	(b0344) or (b2132)	0	  0.00	1000.00	  0.00
LCAD	lactaldehyde dehydrogenase	h2o[c] + lald-L[c] + nad[c]  <=> 2 h[c] + lac-L[c] + nadh[c] 	(b1300) or (b1415) or (b0356) or (b3588)	1	-1000.00	1000.00	  0.00
LCADi	lactaldehyde dehydrogenase	h2o[c] + lald-L[c] + nad[c]  -> 2 h[c] + lac-L[c] + nadh[c] 	(b1241)	0	  0.00	1000.00	  0.00
LCARS	lacaldehyde reductase (S-propane-1,2-diol forming)	h[c] + lald-L[c] + nadh[c]  <=> 12ppd-S[c] + nad[c] 	(b2799)	1	-1000.00	1000.00	  0.00
LCTSt	Lactose transport via proton symport	h[e] + lcts[e]  <=> h[c] + lcts[c] 	(b0343)	1	-1000.00	1000.00	  0.00
LDH_D	D-lactate dehydrogenase	lac-D[c] + nad[c]  <=> h[c] + nadh[c] + pyr[c] 	(b2133) or (b1380)	1	-1000.00	1000.00	  0.00
LDH_D2	D-lactate dehydrogenase	lac-D[c] + q8[c]  -> pyr[c] + q8h2[c] 	(b2133)	0	  0.00	1000.00	  0.00
LEUTAi	leucine transaminase (irreversible)	4mop[c] + glu-L[c]  -> akg[c] + leu-L[c] 	(b4054) or (b3770)	0	  0.00	1000.00	  0.00
LEUabc	L-leucine transport via ABC system	atp[c] + h2o[c] + leu-L[e]  -> adp[c] + h[c] + leu-L[c] + pi[c] 	(b3455) and (b3460) and (b3457) and (b3454) and (b3456) or (b3455) and (b3454) and (b3457) and (b3458) and (b3456)	0	  0.00	1000.00	  0.00
LEUt2r	L-leucine reversible transport via proton symport	h[e] + leu-L[e]  <=> h[c] + leu-L[c] 	(b0401)	1	-1000.00	1000.00	  0.00
LGTHL	lactoylglutathione lyase	gthrd[c] + mthgxl[c]  -> lgt-S[c] 	(b1651)	0	  0.00	1000.00	  0.00
LPADSS	Lipid A disaccaride synthase	lipidX[c] + u23ga[c]  -> h[c] + lipidAds[c] + udp[c] 	(b0182)	0	  0.00	1000.00	  0.00
LPLIPA1	Lysophospholipase L (acyl-glycerophosphoglycerol)	0.02 agpg_EC[c] + h2o[c]  -> g3pg[c] + h[c] + 0.36 hdca[c] + 0.07 hdcea[c] + 0.5 ocdcea[c] + 0.02 ttdca[c] + 0.05 ttdcea[c] 	(b3825)	0	  0.00	1000.00	  0.00
LPLIPA2	Lysophospholipase L (acyl-glycerophosphoethanolamine)	0.02 agpe_EC[c] + h2o[c]  -> g3pe[c] + h[c] + 0.36 hdca[c] + 0.07 hdcea[c] + 0.5 ocdcea[c] + 0.02 ttdca[c] + 0.05 ttdcea[c] 	(b3825)	0	  0.00	1000.00	  0.00
LPLIPA3	Lysophospholipase L (acyl-glycerophosphocholine)	0.02 agpc_EC[c] + h2o[c]  -> g3pc[c] + h[c] + 0.36 hdca[c] + 0.07 hdcea[c] + 0.5 ocdcea[c] + 0.02 ttdca[c] + 0.05 ttdcea[c] 	(b3825)	0	  0.00	1000.00	  0.00
LPLIPA4	Lysophospholipase L (acyl transfer to phosphatidylglycerol)	0.02 agpe_EC[c] + 0.02 pg_EC[c]  -> 0.02 apg_EC[c] + g3pe[c] 	(b3825)	0	  0.00	1000.00	  0.00
LPLIPA5	Lysophospholipase L (acyl transfer to phosphatidylglycerol)	0.02 agpc_EC[c] + 0.02 pg_EC[c]  -> 0.02 apg_EC[c] + g3pc[c] 	(b3825)	0	  0.00	1000.00	  0.00
LPLIPA6	Lysophospholipase L (acyl transfer to phosphatidylglycerol)	0.02 agpg_EC[c] + 0.02 pg_EC[c]  -> 0.02 apg_EC[c] + g3pg[c] 	(b3825)	0	  0.00	1000.00	  0.00
LPSSYN_EC	Lipopolysaccharide synthesis (Ecoli)	3 adphep-LD[c] + 2 cdpea[c] + 3 ckdo[c] + lipa[c] + 2 udpg[c]  -> 3 adp[c] + 2 cdp[c] + 3 cmp[c] + 10 h[c] + lps_EC[c] + 2 udp[c] 	(b3622) and (b3626) and (b3631) and (b3627) and (b3621) and (b3620)	0	  0.00	1000.00	  0.00
LYSDC	lysine decarboxylase	h[c] + lys-L[c]  -> 15dap[c] + co2[c] 	(b0186) or (b4131)	0	  0.00	1000.00	  0.00
LYSabc	L-lysine transport via ABC system	atp[c] + h2o[c] + lys-L[e]  -> adp[c] + h[c] + lys-L[c] + pi[c] 	(b2310) and (b2307) and (b2308) and (b2306)	0	  0.00	1000.00	  0.00
LYSt2r	L-lysine reversible transport via proton symport	h[e] + lys-L[e]  <=> h[c] + lys-L[c] 	(b2156)	1	-1000.00	1000.00	  0.00
L-LACD2	L-Lactate dehydrogenase (ubiquinone)	lac-L[c] + q8[c]  -> pyr[c] + q8h2[c] 	(b3605)	0	  0.00	1000.00	  0.00
L-LACD3	L-Lactate dehydrogenase (menaquinone)	lac-L[c] + mqn8[c]  -> mql8[c] + pyr[c] 	(b3605)	0	  0.00	1000.00	  0.00
L-LACt2r	L-lactate reversible transport via proton symport	h[e] + lac-L[e]  <=> h[c] + lac-L[c] 	(b2975) or (b3603)	1	-1000.00	1000.00	  0.00
M1PD	mannitol-1-phosphate 5-dehydrogenase	mnl1p[c] + nad[c]  <=> f6p[c] + h[c] + nadh[c] 	(b3600)	1	-1000.00	1000.00	  0.00
MACPD	Malonyl-ACP decarboxylase	h[c] + malACP[c]  -> acACP[c] + co2[c] 	(b2323)	0	  0.00	1000.00	  0.00
MALS	malate synthase	accoa[c] + glx[c] + h2o[c]  -> coa[c] + h[c] + mal-L[c] 	(b4014) or (b2976)	0	  0.00	1000.00	  0.00
MALTHXabc	maltohexaose transport via ABC system	atp[c] + h2o[c] + malthx[e]  -> adp[c] + h[c] + malthx[c] + pi[c] 	(b4032) and (b4035) and (b4033) and (b4036) and (b4034)	0	  0.00	1000.00	  0.00
MALTPTabc	maltopentaose transport via ABC system	atp[c] + h2o[c] + maltpt[e]  -> adp[c] + h[c] + maltpt[c] + pi[c] 	(b4035) and (b4032) and (b4033) and (b4036) and (b4034)	0	  0.00	1000.00	  0.00
MALTTRabc	Maltotriose transport via ABC system	atp[c] + h2o[c] + malttr[e]  -> adp[c] + h[c] + malttr[c] + pi[c] 	(b4032) and (b4035) and (b4033) and (b4036) and (b4034)	0	  0.00	1000.00	  0.00
MALTTTRabc	maltotetraose transport via ABC system	atp[c] + h2o[c] + maltttr[e]  -> adp[c] + h[c] + maltttr[c] + pi[c] 	(b4035) and (b4032) and (b4033) and (b4036) and (b4034)	0	  0.00	1000.00	  0.00
MALTabc	maltose transport via ABC system	atp[c] + h2o[c] + malt[e]  -> adp[c] + h[c] + malt[c] + pi[c] 	(b4035) and (b4032) and (b4033) and (b4036) and (b4034)	0	  0.00	1000.00	  0.00
MALTpts	maltose transport via PEP:Pyr PTS	malt[e] + pep[c]  -> malt6p[c] + pyr[c] 	(b1621) and (b2415) and (b2417) and (b2416) and (b4036)	0	  0.00	1000.00	  0.00
MALt2_2	Malate transport via proton symport (2 H)	2 h[e] + mal-L[e]  -> 2 h[c] + mal-L[c] 	(b3528)	0	  0.00	1000.00	  0.00
MALt2_3	Malate transport via proton symport (3 H)	3 h[e] + mal-L[e]  -> 3 h[c] + mal-L[c] 	(b4123) or (b4138)	0	  0.00	1000.00	  0.00
MAN1PT2	mannose-1-phosphate guanylyltransferase (GDP)	gdp[c] + h[c] + man1p[c]  -> gdpmann[c] + pi[c] 	(b2049)	0	  0.00	1000.00	  0.00
MAN6PI	mannose-6-phosphate isomerase	man6p[c]  <=> f6p[c] 	(b1613)	1	-1000.00	1000.00	  0.00
MAN6Pt6_2	Mannose-6-phosphate transport via phosphate antiport	man6p[e] + 2 pi[c]  -> man6p[c] + 2 pi[e] 	(b3666)	0	  0.00	1000.00	  0.00
MANAO	Mannonate oxidoreductase	mana[c] + nad[c]  <=> fruur[c] + h[c] + nadh[c] 	(b4323)	1	-1000.00	1000.00	  0.00
MANpts	D-mannose transport via PEP:Pyr PTS	man[e] + pep[c]  -> man6p[c] + pyr[c] 	(b2415) and (b2416) and (b1818) and (b1819) and (b1817)	0	  0.00	1000.00	  0.00
MCITD	 2-methylcitrate dehydratase	2mcit[c]  -> 2mcacn[c] + h2o[c] 	(b0334)	0	  0.00	1000.00	  0.00
MCITL2	methylisocitrate lyase	micit[c]  <=> pyr[c] + succ[c] 	(b0331)	1	-1000.00	1000.00	  0.00
MCITS	 2-methylcitrate synthase	h2o[c] + oaa[c] + ppcoa[c]  -> 2mcit[c] + coa[c] + h[c] 	(b0333)	0	  0.00	1000.00	  0.00
MCOATA	Malonyl-CoA-ACP transacylase	ACP[c] + malcoa[c]  <=> coa[c] + malACP[c] 	(b1092)	1	-1000.00	1000.00	  0.00
MDH	malate dehydrogenase	mal-L[c] + nad[c]  <=> h[c] + nadh[c] + oaa[c] 	(b3236)	1	-1000.00	1000.00	  0.00
MDH2	Malate dehydrogenase (ubiquinone 8 as acceptor)	mal-L[c] + q8[c]  -> oaa[c] + q8h2[c] 	(b2210)	0	  0.00	1000.00	  0.00
MDH3	Malate dehydrogenase (menaquinone 8 as acceptor)	mal-L[c] + mqn8[c]  -> mql8[c] + oaa[c] 	(b2210)	0	  0.00	1000.00	  0.00
